Ad;Ad2;ToplamSandik;ToplamSecmen;AcilanSandikSecmenSayisi;AcilanSandik;KullanilanOy;GecerliOy;Adi5;Oy
Sivas;ALTINYAYLA-DELİİLYAS;8;1554;1554;8;1425;1358;CHP;609
Sivas;ALTINYAYLA-DELİİLYAS;8;1554;1554;8;1425;1358;AK Parti;733
Sivas;ALTINYAYLA;13;3120;3120;13;2896;2763;Saadet Partisi;50
Sivas;ALTINYAYLA;13;3120;3120;13;2896;2763;TKP;12
Sivas;ALTINYAYLA;13;3120;3120;13;2896;2763;CHP;56
Sivas;ALTINYAYLA;13;3120;3120;13;2896;2763;AK Parti;1420
Sivas;ALTINYAYLA;13;3120;3120;13;2896;2763;MHP;1225
Sivas;DOĞANŞAR;7;1194;1194;7;1004;931;Saadet Partisi;9
Sivas;DOĞANŞAR;7;1194;1194;7;1004;931;TKP;7
Sivas;DOĞANŞAR;7;1194;1194;7;1004;931;BBP;21
Sivas;DOĞANŞAR;7;1194;1194;7;1004;931;AK Parti;246
Sivas;DOĞANŞAR;7;1194;1194;7;1004;931;MHP;408
Sivas;DOĞANŞAR;7;1194;1194;7;1004;931;İyi Parti;42
Sivas;DOĞANŞAR;7;1194;1194;7;1004;931;ADNAN PAŞAOĞLU;140
Sivas;DOĞANŞAR;7;1194;1194;7;1004;931;MUSTAFA GÖKSUN;58
Sivas;GÖLOVA;5;975;975;5;822;775;TKP;15
Sivas;GÖLOVA;5;975;975;5;822;775;AK Parti;286
Sivas;GÖLOVA;5;975;975;5;822;775;MHP;474
Sivas;ULAŞ;9;2581;2581;9;2358;2233;Saadet Partisi;12
Sivas;ULAŞ;9;2581;2581;9;2358;2233;TKP;3
Sivas;ULAŞ;9;2581;2581;9;2358;2233;BBP;216
Sivas;ULAŞ;9;2581;2581;9;2358;2233;CHP;612
Sivas;ULAŞ;9;2581;2581;9;2358;2233;AK Parti;649
Sivas;ULAŞ;9;2581;2581;9;2358;2233;MHP;741
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;Saadet Partisi;901
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;BTP;85
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;TKP;114
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;Vatan Partisi;101
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;BBP;1686
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;CHP;42229
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;AK Parti;41951
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;HDP;4677
Tekirdağ;ÇERKEZKÖY;330;112048;112048;330;95104;92235;DSP;491
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;Saadet Partisi;1475
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;BTP;194
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;TKP;478
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;Vatan Partisi;286
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;BBP;2203
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;CHP;75921
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;AK Parti;58189
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;İyi Parti;9204
Tekirdağ;ÇORLU;562;188815;188815;562;156531;152186;HDP;4236
Tekirdağ;HAYRABOLU;100;25821;25821;100;23418;22658;Saadet Partisi;92
Tekirdağ;HAYRABOLU;100;25821;25821;100;23418;22658;BTP;23
Tekirdağ;HAYRABOLU;100;25821;25821;100;23418;22658;TKP;46
Tekirdağ;HAYRABOLU;100;25821;25821;100;23418;22658;CHP;11229
Tekirdağ;HAYRABOLU;100;25821;25821;100;23418;22658;AK Parti;10769
Tekirdağ;HAYRABOLU;100;25821;25821;100;23418;22658;DP;499
Tekirdağ;MALKARA;164;42211;42211;164;38415;36940;Saadet Partisi;430
Tekirdağ;MALKARA;164;42211;42211;164;38415;36940;BTP;44
Tekirdağ;MALKARA;164;42211;42211;164;38415;36940;TKP;33
Tekirdağ;MALKARA;164;42211;42211;164;38415;36940;BBP;285
Tekirdağ;MALKARA;164;42211;42211;164;38415;36940;CHP;18925
Tekirdağ;MALKARA;164;42211;42211;164;38415;36940;AK Parti;17040
Tekirdağ;MALKARA;164;42211;42211;164;38415;36940;DSP;183
Tekirdağ;MURATLI;75;22005;22005;75;19453;18708;Saadet Partisi;192
Tekirdağ;MURATLI;75;22005;22005;75;19453;18708;BTP;27
Tekirdağ;MURATLI;75;22005;22005;75;19453;18708;TKP;47
Tekirdağ;MURATLI;75;22005;22005;75;19453;18708;CHP;9267
Tekirdağ;MURATLI;75;22005;22005;75;19453;18708;DP;119
Tekirdağ;MURATLI;75;22005;22005;75;19453;18708;MHP;7437
Tekirdağ;MURATLI;75;22005;22005;75;19453;18708;İyi Parti;1619
Tekirdağ;SARAY;123;38051;38051;123;33641;32382;Saadet Partisi;403
Tekirdağ;SARAY;123;38051;38051;123;33641;32382;BTP;57
Tekirdağ;SARAY;123;38051;38051;123;33641;32382;TKP;128
Tekirdağ;SARAY;123;38051;38051;123;33641;32382;Vatan Partisi;123
Tekirdağ;SARAY;123;38051;38051;123;33641;32382;BBP;155
Tekirdağ;SARAY;123;38051;38051;123;33641;32382;CHP;18438
Tekirdağ;SARAY;123;38051;38051;123;33641;32382;MHP;8325
Tekirdağ;SARAY;123;38051;38051;123;33641;32382;İyi Parti;4753
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;Saadet Partisi;147
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;BTP;27
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;TKP;39
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;Vatan Partisi;39
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;BBP;115
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;CHP;11319
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;AK Parti;9224
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;DP;77
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;DSP;79
Tekirdağ;ŞARKÖY;93;26502;26502;93;21995;21162;İZZET ARAP;96
Tekirdağ;MARMARAEREĞLİSİ;64;20641;20641;64;17584;16893;Saadet Partisi;93
Tekirdağ;MARMARAEREĞLİSİ;64;20641;20641;64;17584;16893;BTP;8
Tekirdağ;MARMARAEREĞLİSİ;64;20641;20641;64;17584;16893;TKP;23
Tekirdağ;MARMARAEREĞLİSİ;64;20641;20641;64;17584;16893;BBP;63
Tekirdağ;MARMARAEREĞLİSİ;64;20641;20641;64;17584;16893;CHP;5879
Tekirdağ;MARMARAEREĞLİSİ;64;20641;20641;64;17584;16893;AK Parti;4851
Tekirdağ;MARMARAEREĞLİSİ;64;20641;20641;64;17584;16893;HDP;1014
Tekirdağ;MARMARAEREĞLİSİ;64;20641;20641;64;17584;16893;DSP;4962
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;Saadet Partisi;1036
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;BTP;99
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;TKP;235
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;Vatan Partisi;161
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;BBP;519
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;CHP;52267
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;AK Parti;55338
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;DP;512
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;İyi Parti;9225
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;HDP;1173
Tekirdağ;SÜLEYMANPAŞA;471;147810;147810;471;124740;121531;DSP;966
Tekirdağ;KAPAKLI;237;79939;79939;237;67764;65552;Saadet Partisi;834
Tekirdağ;KAPAKLI;237;79939;79939;237;67764;65552;BTP;94
Tekirdağ;KAPAKLI;237;79939;79939;237;67764;65552;TKP;88
Tekirdağ;KAPAKLI;237;79939;79939;237;67764;65552;BBP;1223
Tekirdağ;KAPAKLI;237;79939;79939;237;67764;65552;CHP;26610
Tekirdağ;KAPAKLI;237;79939;79939;237;67764;65552;AK Parti;34613
Tekirdağ;KAPAKLI;237;79939;79939;237;67764;65552;HDP;1730
Tekirdağ;KAPAKLI;237;79939;79939;237;67764;65552;DSP;360
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;Saadet Partisi;221
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;BTP;50
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;TKP;52
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;Vatan Partisi;45
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;BBP;373
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;CHP;18736
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;AK Parti;15756
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;HDP;1225
Tekirdağ;ERGENE;141;46598;46598;141;40806;39292;DSP;2834
Tokat;ALMUS-KINIK;9;2374;2374;9;2127;2038;Saadet Partisi;1
Tokat;ALMUS-KINIK;9;2374;2374;9;2127;2038;TKP;10
Tokat;ALMUS-KINIK;9;2374;2374;9;2127;2038;Vatan Partisi;273
Tokat;ALMUS-KINIK;9;2374;2374;9;2127;2038;CHP;1036
Tokat;ALMUS-KINIK;9;2374;2374;9;2127;2038;AK Parti;4
Tokat;ALMUS-KINIK;9;2374;2374;9;2127;2038;DSP;714
Tokat;ALMUS-GÖLGELİ;8;2165;2165;8;1847;1791;Saadet Partisi;4
Tokat;ALMUS-GÖLGELİ;8;2165;2165;8;1847;1791;CHP;948
Tokat;ALMUS-GÖLGELİ;8;2165;2165;8;1847;1791;AK Parti;17
Tokat;ALMUS-GÖLGELİ;8;2165;2165;8;1847;1791;DSP;822
Tokat;ALMUS-ÇEVRELİ;7;2011;2011;7;1892;1806;Saadet Partisi;10
Tokat;ALMUS-ÇEVRELİ;7;2011;2011;7;1892;1806;AK Parti;909
Tokat;ALMUS-ÇEVRELİ;7;2011;2011;7;1892;1806;MHP;887
Tokat;ALMUS-ATAKÖY;11;2566;2566;11;2200;2076;Saadet Partisi;5
Tokat;ALMUS-ATAKÖY;11;2566;2566;11;2200;2076;CHP;1224
Tokat;ALMUS-ATAKÖY;11;2566;2566;11;2200;2076;AK Parti;52
Tokat;ALMUS-ATAKÖY;11;2566;2566;11;2200;2076;DSP;795
Tokat;ALMUS-AKARÇAY GÖRÜMLÜ;13;2819;2819;13;2399;2273;Saadet Partisi;4
Tokat;ALMUS-AKARÇAY GÖRÜMLÜ;13;2819;2819;13;2399;2273;CHP;1563
Tokat;ALMUS-AKARÇAY GÖRÜMLÜ;13;2819;2819;13;2399;2273;AK Parti;17
Tokat;ALMUS-AKARÇAY GÖRÜMLÜ;13;2819;2819;13;2399;2273;DSP;689
Tokat;ALMUS;12;3558;3558;12;3075;2927;Saadet Partisi;39
Tokat;ALMUS;12;3558;3558;12;3075;2927;TKP;18
Tokat;ALMUS;12;3558;3558;12;3075;2927;AK Parti;1369
Tokat;ALMUS;12;3558;3558;12;3075;2927;MHP;1501
Tokat;ARTOVA;11;2968;2968;11;2778;2672;Saadet Partisi;24
Tokat;ARTOVA;11;2968;2968;11;2778;2672;BTP;5
Tokat;ARTOVA;11;2968;2968;11;2778;2672;TKP;7
Tokat;ARTOVA;11;2968;2968;11;2778;2672;AK Parti;1367
Tokat;ARTOVA;11;2968;2968;11;2778;2672;MHP;1269
Tokat;ERBAA-GÖKAL;14;2671;2671;14;2497;2369;Saadet Partisi;7
Tokat;ERBAA-GÖKAL;14;2671;2671;14;2497;2369;AK Parti;1103
Tokat;ERBAA-GÖKAL;14;2671;2671;14;2497;2369;MHP;1188
Tokat;ERBAA-GÖKAL;14;2671;2671;14;2497;2369;İyi Parti;71
Tokat;ERBAA-KARAYAKA;9;2293;2293;9;2201;2042;Saadet Partisi;28
Tokat;ERBAA-KARAYAKA;9;2293;2293;9;2201;2042;AK Parti;1034
Tokat;ERBAA-KARAYAKA;9;2293;2293;9;2201;2042;MHP;980
Tokat;ERBAA-TANOBA;7;1614;1614;7;1490;1359;Saadet Partisi;16
Tokat;ERBAA-TANOBA;7;1614;1614;7;1490;1359;AK Parti;636
Tokat;ERBAA-TANOBA;7;1614;1614;7;1490;1359;MHP;707
Tokat;ERBAA;144;45610;45610;144;40249;38391;Saadet Partisi;588
Tokat;ERBAA;144;45610;45610;144;40249;38391;BTP;50
Tokat;ERBAA;144;45610;45610;144;40249;38391;TKP;71
Tokat;ERBAA;144;45610;45610;144;40249;38391;AK Parti;14879
Tokat;ERBAA;144;45610;45610;144;40249;38391;MHP;18368
Tokat;ERBAA;144;45610;45610;144;40249;38391;İyi Parti;4435
Tokat;NİKSAR-GÜRÇEŞME;7;1565;1565;7;1476;1400;AK Parti;751
Tokat;NİKSAR-GÜRÇEŞME;7;1565;1565;7;1476;1400;MHP;649
Tokat;NİKSAR-YOLKONAK;7;2042;2042;7;1902;1675;BBP;235
Tokat;NİKSAR-YOLKONAK;7;2042;2042;7;1902;1675;CHP;562
Tokat;NİKSAR-YOLKONAK;7;2042;2042;7;1902;1675;AK Parti;645
Tokat;NİKSAR-YOLKONAK;7;2042;2042;7;1902;1675;MHP;233
Tokat;NİKSAR-GÖKÇELİ;9;1884;1884;9;1670;1510;AK Parti;849
Tokat;NİKSAR-GÖKÇELİ;9;1884;1884;9;1670;1510;MHP;556
Tokat;NİKSAR-GÖKÇELİ;9;1884;1884;9;1670;1510;ATANUR ACAR;105
Tokat;NİKSAR-YAZICIK;8;2160;2160;8;1845;1773;Vatan Partisi;547
Tokat;NİKSAR-YAZICIK;8;2160;2160;8;1845;1773;CHP;889
Tokat;NİKSAR-YAZICIK;8;2160;2160;8;1845;1773;AK Parti;12
Tokat;NİKSAR-YAZICIK;8;2160;2160;8;1845;1773;DSP;325
Tokat;NİKSAR-SERENLİ;9;2118;2118;9;1861;1719;AK Parti;658
Tokat;NİKSAR-SERENLİ;9;2118;2118;9;1861;1719;MHP;1061
Tokat;NİKSAR;81;24062;24062;81;20420;19323;Saadet Partisi;232
Tokat;NİKSAR;81;24062;24062;81;20420;19323;TKP;55
Tokat;NİKSAR;81;24062;24062;81;20420;19323;AK Parti;8301
Tokat;NİKSAR;81;24062;24062;81;20420;19323;MHP;5224
Tokat;NİKSAR;81;24062;24062;81;20420;19323;İyi Parti;5511
Tokat;REŞADİYE-BOZÇALI;9;2378;2378;9;2127;2005;Saadet Partisi;10
Tokat;REŞADİYE-BOZÇALI;9;2378;2378;9;2127;2005;BBP;64
Tokat;REŞADİYE-BOZÇALI;9;2378;2378;9;2127;2005;AK Parti;1145
Tokat;REŞADİYE-BOZÇALI;9;2378;2378;9;2127;2005;MHP;786
Tokat;REŞADİYE-HASANŞEYH;10;2329;2329;10;1545;1453;Saadet Partisi;19
Tokat;REŞADİYE-HASANŞEYH;10;2329;2329;10;1545;1453;AK Parti;1046
Tokat;REŞADİYE-HASANŞEYH;10;2329;2329;10;1545;1453;MHP;388
Tokat;REŞADİYE-CİMİTEKKE;12;2764;2764;12;2487;2371;Saadet Partisi;16
Tokat;REŞADİYE-CİMİTEKKE;12;2764;2764;12;2487;2371;AK Parti;1236
Tokat;REŞADİYE-CİMİTEKKE;12;2764;2764;12;2487;2371;MHP;1119
Tokat;REŞADİYE-BAYDARLI;9;1998;1998;9;1525;1447;Saadet Partisi;60
Tokat;REŞADİYE-BAYDARLI;9;1998;1998;9;1525;1447;AK Parti;855
Tokat;REŞADİYE-BAYDARLI;9;1998;1998;9;1525;1447;MHP;532
Tokat;REŞADİYE-BEREKETLİ;13;3107;3107;13;2589;2413;Saadet Partisi;21
Tokat;REŞADİYE-BEREKETLİ;13;3107;3107;13;2589;2413;AK Parti;994
Tokat;REŞADİYE-BEREKETLİ;13;3107;3107;13;2589;2413;MHP;1398
Tokat;REŞADİYE;22;6459;6459;22;5636;5352;Saadet Partisi;52
Tokat;REŞADİYE;22;6459;6459;22;5636;5352;TKP;2
Tokat;REŞADİYE;22;6459;6459;22;5636;5352;BBP;1265
Tokat;REŞADİYE;22;6459;6459;22;5636;5352;CHP;939
Tokat;REŞADİYE;22;6459;6459;22;5636;5352;AK Parti;1760
Tokat;REŞADİYE;22;6459;6459;22;5636;5352;MHP;1334
Tokat;MERKEZ-EMİRSEYİT;6;1609;1609;6;1554;1466;Saadet Partisi;10
Tokat;MERKEZ-EMİRSEYİT;6;1609;1609;6;1554;1466;BBP;395
Tokat;MERKEZ-EMİRSEYİT;6;1609;1609;6;1554;1466;AK Parti;483
Tokat;MERKEZ-EMİRSEYİT;6;1609;1609;6;1554;1466;MHP;450
Tokat;MERKEZ-EMİRSEYİT;6;1609;1609;6;1554;1466;İyi Parti;128
Tokat;MERKEZ-ÇAT;8;2300;2300;8;2252;2143;Saadet Partisi;4
Tokat;MERKEZ-ÇAT;8;2300;2300;8;2252;2143;AK Parti;944
Tokat;MERKEZ-ÇAT;8;2300;2300;8;2252;2143;MHP;1009
Tokat;MERKEZ-ÇAT;8;2300;2300;8;2252;2143;DURMUŞ İSOT;186
Tokat;MERKEZ-ÇAMLIBEL;9;1998;1998;9;1775;1686;Saadet Partisi;17
Tokat;MERKEZ-ÇAMLIBEL;9;1998;1998;9;1775;1686;AK Parti;877
Tokat;MERKEZ-ÇAMLIBEL;9;1998;1998;9;1775;1686;MHP;792
Tokat;MERKEZ-GÜRYILDIZ;7;1739;1739;7;1667;1587;Saadet Partisi;14
Tokat;MERKEZ-GÜRYILDIZ;7;1739;1739;7;1667;1587;AK Parti;772
Tokat;MERKEZ-GÜRYILDIZ;7;1739;1739;7;1667;1587;MHP;801
Tokat;MERKEZ;311;100477;100477;311;85419;82797;Saadet Partisi;2176
Tokat;MERKEZ;311;100477;100477;311;85419;82797;BTP;130
Tokat;MERKEZ;311;100477;100477;311;85419;82797;TKP;216
Tokat;MERKEZ;311;100477;100477;311;85419;82797;Vatan Partisi;157
Tokat;MERKEZ;311;100477;100477;311;85419;82797;AK Parti;38487
Tokat;MERKEZ;311;100477;100477;311;85419;82797;MHP;23799
Tokat;MERKEZ;311;100477;100477;311;85419;82797;İyi Parti;17832
Tokat;TURHAL-ŞENYURT;7;1624;1624;7;1521;1463;Saadet Partisi;5
Tokat;TURHAL-ŞENYURT;7;1624;1624;7;1521;1463;AK Parti;757
Tokat;TURHAL-ŞENYURT;7;1624;1624;7;1521;1463;MHP;680
Tokat;TURHAL-ŞENYURT;7;1624;1624;7;1521;1463;İyi Parti;21
Tokat;TURHAL;150;46375;46375;150;39977;38643;Saadet Partisi;493
Tokat;TURHAL;150;46375;46375;150;39977;38643;BTP;30
Tokat;TURHAL;150;46375;46375;150;39977;38643;TKP;41
Tokat;TURHAL;150;46375;46375;150;39977;38643;CHP;11224
Tokat;TURHAL;150;46375;46375;150;39977;38643;AK Parti;16029
Tokat;TURHAL;150;46375;46375;150;39977;38643;MHP;6907
Tokat;TURHAL;150;46375;46375;150;39977;38643;İyi Parti;3919
Tokat;ZİLE;88;24276;24276;88;20893;20066;Saadet Partisi;350
Tokat;ZİLE;88;24276;24276;88;20893;20066;BTP;17
Tokat;ZİLE;88;24276;24276;88;20893;20066;TKP;35
Tokat;ZİLE;88;24276;24276;88;20893;20066;CHP;7073
Tokat;ZİLE;88;24276;24276;88;20893;20066;AK Parti;6379
Tokat;ZİLE;88;24276;24276;88;20893;20066;MHP;6212
Tokat;PAZAR-ÜZÜMÖREN;13;3152;3152;13;2942;2795;Saadet Partisi;81
Tokat;PAZAR-ÜZÜMÖREN;13;3152;3152;13;2942;2795;AK Parti;1551
Tokat;PAZAR-ÜZÜMÖREN;13;3152;3152;13;2942;2795;MHP;1163
Tokat;PAZAR;14;3741;3741;14;3460;3337;Saadet Partisi;18
Tokat;PAZAR;14;3741;3741;14;3460;3337;BTP;21
Tokat;PAZAR;14;3741;3741;14;3460;3337;TKP;10
Tokat;PAZAR;14;3741;3741;14;3460;3337;BBP;813
Tokat;PAZAR;14;3741;3741;14;3460;3337;AK Parti;1527
Tokat;PAZAR;14;3741;3741;14;3460;3337;MHP;948
Tokat;YEŞİLYURT;14;3692;3692;14;3345;3203;Saadet Partisi;13
Tokat;YEŞİLYURT;14;3692;3692;14;3345;3203;TKP;8
Tokat;YEŞİLYURT;14;3692;3692;14;3345;3203;BBP;1132
Tokat;YEŞİLYURT;14;3692;3692;14;3345;3203;AK Parti;512
Tokat;YEŞİLYURT;14;3692;3692;14;3345;3203;MHP;1538
Tokat;BAŞÇİFTLİK-HATİPLİ;6;1381;1381;6;1089;1028;Saadet Partisi;221
Tokat;BAŞÇİFTLİK-HATİPLİ;6;1381;1381;6;1089;1028;AK Parti;422
Tokat;BAŞÇİFTLİK-HATİPLİ;6;1381;1381;6;1089;1028;MHP;385
Tokat;BAŞÇİFTLİK;11;2983;2983;11;2693;2539;Saadet Partisi;38
Tokat;BAŞÇİFTLİK;11;2983;2983;11;2693;2539;TKP;4
Tokat;BAŞÇİFTLİK;11;2983;2983;11;2693;2539;AK Parti;1273
Tokat;BAŞÇİFTLİK;11;2983;2983;11;2693;2539;MHP;1224
Tokat;SULUSARAY;11;3216;3216;11;2958;2798;Saadet Partisi;30
Tokat;SULUSARAY;11;3216;3216;11;2958;2798;TKP;8
Tokat;SULUSARAY;11;3216;3216;11;2958;2798;CHP;48
Tokat;SULUSARAY;11;3216;3216;11;2958;2798;AK Parti;1584
Tokat;SULUSARAY;11;3216;3216;11;2958;2798;MHP;1128
Trabzon;AKÇAABAT;338;89637;89637;338;76685;72599;Saadet Partisi;2449
Trabzon;AKÇAABAT;338;89637;89637;338;76685;72599;BTP;973
Trabzon;AKÇAABAT;338;89637;89637;338;76685;72599;TKP;115
Trabzon;AKÇAABAT;338;89637;89637;338;76685;72599;Vatan Partisi;133
Trabzon;AKÇAABAT;338;89637;89637;338;76685;72599;BBP;795
Trabzon;AKÇAABAT;338;89637;89637;338;76685;72599;AK Parti;44395
Trabzon;AKÇAABAT;338;89637;89637;338;76685;72599;İyi Parti;23108
Trabzon;AKÇAABAT;338;89637;89637;338;76685;72599;ADNAN GÜVEN;631
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;Saadet Partisi;5214
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;BTP;197
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;TKP;43
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;Vatan Partisi;40
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;BBP;3303
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;AK Parti;16730
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;DP;332
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;İyi Parti;2880
Trabzon;ARAKLI;152;37051;37051;152;30225;28811;DSP;72
Trabzon;ARSİN;96;26948;26948;96;23944;22930;Saadet Partisi;6721
Trabzon;ARSİN;96;26948;26948;96;23944;22930;BTP;68
Trabzon;ARSİN;96;26948;26948;96;23944;22930;TKP;16
Trabzon;ARSİN;96;26948;26948;96;23944;22930;Vatan Partisi;51
Trabzon;ARSİN;96;26948;26948;96;23944;22930;BBP;325
Trabzon;ARSİN;96;26948;26948;96;23944;22930;AK Parti;13236
Trabzon;ARSİN;96;26948;26948;96;23944;22930;İyi Parti;1703
Trabzon;ARSİN;96;26948;26948;96;23944;22930;YAKUP TİRYAKİ;810
Trabzon;ÇAYKARA;68;14025;14025;68;11817;11011;Saadet Partisi;287
Trabzon;ÇAYKARA;68;14025;14025;68;11817;11011;BTP;88
Trabzon;ÇAYKARA;68;14025;14025;68;11817;11011;TKP;29
Trabzon;ÇAYKARA;68;14025;14025;68;11817;11011;Vatan Partisi;45
Trabzon;ÇAYKARA;68;14025;14025;68;11817;11011;BBP;1404
Trabzon;ÇAYKARA;68;14025;14025;68;11817;11011;CHP;1352
Trabzon;ÇAYKARA;68;14025;14025;68;11817;11011;AK Parti;6932
Trabzon;ÇAYKARA;68;14025;14025;68;11817;11011;İyi Parti;874
Trabzon;MAÇKA;106;22546;22546;106;19724;18442;Saadet Partisi;244
Trabzon;MAÇKA;106;22546;22546;106;19724;18442;BTP;33
Trabzon;MAÇKA;106;22546;22546;106;19724;18442;TKP;41
Trabzon;MAÇKA;106;22546;22546;106;19724;18442;Vatan Partisi;70
Trabzon;MAÇKA;106;22546;22546;106;19724;18442;BBP;211
Trabzon;MAÇKA;106;22546;22546;106;19724;18442;CHP;6584
Trabzon;MAÇKA;106;22546;22546;106;19724;18442;AK Parti;11259
Trabzon;OF;140;33832;33832;140;27871;26542;Saadet Partisi;1880
Trabzon;OF;140;33832;33832;140;27871;26542;BTP;543
Trabzon;OF;140;33832;33832;140;27871;26542;TKP;50
Trabzon;OF;140;33832;33832;140;27871;26542;BBP;349
Trabzon;OF;140;33832;33832;140;27871;26542;CHP;1903
Trabzon;OF;140;33832;33832;140;27871;26542;AK Parti;18313
Trabzon;OF;140;33832;33832;140;27871;26542;DP;1944
Trabzon;OF;140;33832;33832;140;27871;26542;İyi Parti;1560
Trabzon;SÜRMENE;94;21116;21116;94;17289;16241;Saadet Partisi;1160
Trabzon;SÜRMENE;94;21116;21116;94;17289;16241;BTP;185
Trabzon;SÜRMENE;94;21116;21116;94;17289;16241;TKP;58
Trabzon;SÜRMENE;94;21116;21116;94;17289;16241;BBP;3090
Trabzon;SÜRMENE;94;21116;21116;94;17289;16241;CHP;2190
Trabzon;SÜRMENE;94;21116;21116;94;17289;16241;AK Parti;9558
Trabzon;TONYA;48;12260;12260;48;10532;9651;Saadet Partisi;363
Trabzon;TONYA;48;12260;12260;48;10532;9651;BTP;30
Trabzon;TONYA;48;12260;12260;48;10532;9651;TKP;51
Trabzon;TONYA;48;12260;12260;48;10532;9651;Vatan Partisi;69
Trabzon;TONYA;48;12260;12260;48;10532;9651;CHP;3480
Trabzon;TONYA;48;12260;12260;48;10532;9651;AK Parti;5658
Trabzon;VAKFIKEBİR;92;22166;22166;92;19187;17579;Saadet Partisi;505
Trabzon;VAKFIKEBİR;92;22166;22166;92;19187;17579;BTP;56
Trabzon;VAKFIKEBİR;92;22166;22166;92;19187;17579;TKP;38
Trabzon;VAKFIKEBİR;92;22166;22166;92;19187;17579;Vatan Partisi;41
Trabzon;VAKFIKEBİR;92;22166;22166;92;19187;17579;BBP;230
Trabzon;VAKFIKEBİR;92;22166;22166;92;19187;17579;CHP;5291
Trabzon;VAKFIKEBİR;92;22166;22166;92;19187;17579;AK Parti;11182
Trabzon;VAKFIKEBİR;92;22166;22166;92;19187;17579;DP;236
Trabzon;YOMRA;103;28001;28001;103;23763;22449;Saadet Partisi;378
Trabzon;YOMRA;103;28001;28001;103;23763;22449;BTP;139
Trabzon;YOMRA;103;28001;28001;103;23763;22449;TKP;42
Trabzon;YOMRA;103;28001;28001;103;23763;22449;Vatan Partisi;58
Trabzon;YOMRA;103;28001;28001;103;23763;22449;BBP;124
Trabzon;YOMRA;103;28001;28001;103;23763;22449;AK Parti;10748
Trabzon;YOMRA;103;28001;28001;103;23763;22449;İyi Parti;9271
Trabzon;YOMRA;103;28001;28001;103;23763;22449;TUNCAY İSKENDER;1689
Trabzon;BEŞİKDÜZÜ;69;17608;17608;69;15370;14671;Saadet Partisi;157
Trabzon;BEŞİKDÜZÜ;69;17608;17608;69;15370;14671;BTP;51
