Ad;Ad2;ToplamSandik;ToplamSecmen;AcilanSandikSecmenSayisi;AcilanSandik;KullanilanOy;GecerliOy;Adi5;Oy
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;Saadet Partisi;6300
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;BTP;556
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;TKP;980
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;Vatan Partisi;698
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;BBP;3398
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;CHP;205184
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;AK Parti;156687
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;DP;1698
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;HDP;37737
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;DSP;2937
Adana;SEYHAN;1627;542125;542125;1627;434157;416917;CAN KAYA;742
Adana;CEYHAN;386;111614;111614;386;96501;92595;Saadet Partisi;1481
Adana;CEYHAN;386;111614;111614;386;96501;92595;BTP;138
Adana;CEYHAN;386;111614;111614;386;96501;92595;TKP;120
Adana;CEYHAN;386;111614;111614;386;96501;92595;Vatan Partisi;180
Adana;CEYHAN;386;111614;111614;386;96501;92595;BBP;564
Adana;CEYHAN;386;111614;111614;386;96501;92595;CHP;45908
Adana;CEYHAN;386;111614;111614;386;96501;92595;AK Parti;42936
Adana;CEYHAN;386;111614;111614;386;96501;92595;HDP;1011
Adana;CEYHAN;386;111614;111614;386;96501;92595;DSP;257
Adana;FEKE;65;13927;13927;65;12903;11752;Saadet Partisi;254
Adana;FEKE;65;13927;13927;65;12903;11752;BTP;132
Adana;FEKE;65;13927;13927;65;12903;11752;TKP;70
Adana;FEKE;65;13927;13927;65;12903;11752;Vatan Partisi;104
Adana;FEKE;65;13927;13927;65;12903;11752;BBP;2166
Adana;FEKE;65;13927;13927;65;12903;11752;MHP;7789
Adana;FEKE;65;13927;13927;65;12903;11752;İyi Parti;1237
Adana;KARAİSALI;83;16709;16709;83;15716;14903;Saadet Partisi;237
Adana;KARAİSALI;83;16709;16709;83;15716;14903;BTP;19
Adana;KARAİSALI;83;16709;16709;83;15716;14903;TKP;21
Adana;KARAİSALI;83;16709;16709;83;15716;14903;Vatan Partisi;28
Adana;KARAİSALI;83;16709;16709;83;15716;14903;BBP;196
Adana;KARAİSALI;83;16709;16709;83;15716;14903;MHP;10590
Adana;KARAİSALI;83;16709;16709;83;15716;14903;İyi Parti;3798
Adana;KARAİSALI;83;16709;16709;83;15716;14903;HDP;14
Adana;KARATAŞ;73;17546;17546;73;15918;15279;Saadet Partisi;225
Adana;KARATAŞ;73;17546;17546;73;15918;15279;BTP;16
Adana;KARATAŞ;73;17546;17546;73;15918;15279;TKP;17
Adana;KARATAŞ;73;17546;17546;73;15918;15279;Vatan Partisi;14
Adana;KARATAŞ;73;17546;17546;73;15918;15279;BBP;57
Adana;KARATAŞ;73;17546;17546;73;15918;15279;CHP;7136
Adana;KARATAŞ;73;17546;17546;73;15918;15279;DP;366
Adana;KARATAŞ;73;17546;17546;73;15918;15279;MHP;7448
Adana;KOZAN;323;93515;93515;323;82769;77749;Saadet Partisi;16920
Adana;KOZAN;323;93515;93515;323;82769;77749;BTP;368
Adana;KOZAN;323;93515;93515;323;82769;77749;TKP;128
Adana;KOZAN;323;93515;93515;323;82769;77749;Vatan Partisi;249
Adana;KOZAN;323;93515;93515;323;82769;77749;BBP;6368
Adana;KOZAN;323;93515;93515;323;82769;77749;DP;478
Adana;KOZAN;323;93515;93515;323;82769;77749;MHP;34813
Adana;KOZAN;323;93515;93515;323;82769;77749;İyi Parti;17913
Adana;KOZAN;323;93515;93515;323;82769;77749;HDP;247
Adana;KOZAN;323;93515;93515;323;82769;77749;DSP;265
Adana;POZANTI;56;15496;15496;56;13539;12627;Saadet Partisi;341
Adana;POZANTI;56;15496;15496;56;13539;12627;BTP;265
Adana;POZANTI;56;15496;15496;56;13539;12627;TKP;14
Adana;POZANTI;56;15496;15496;56;13539;12627;Vatan Partisi;13
Adana;POZANTI;56;15496;15496;56;13539;12627;BBP;56
Adana;POZANTI;56;15496;15496;56;13539;12627;CHP;4059
Adana;POZANTI;56;15496;15496;56;13539;12627;MHP;6892
Adana;POZANTI;56;15496;15496;56;13539;12627;İyi Parti;898
Adana;POZANTI;56;15496;15496;56;13539;12627;HDP;89
Adana;SAİMBEYLİ;47;11667;11667;47;10446;9755;Saadet Partisi;113
Adana;SAİMBEYLİ;47;11667;11667;47;10446;9755;BTP;84
Adana;SAİMBEYLİ;47;11667;11667;47;10446;9755;TKP;23
Adana;SAİMBEYLİ;47;11667;11667;47;10446;9755;Vatan Partisi;89
Adana;SAİMBEYLİ;47;11667;11667;47;10446;9755;BBP;1814
Adana;SAİMBEYLİ;47;11667;11667;47;10446;9755;MHP;5995
Adana;SAİMBEYLİ;47;11667;11667;47;10446;9755;İyi Parti;1637
Adana;TUFANBEYLİ;61;13083;13083;61;11856;11039;Saadet Partisi;82
Adana;TUFANBEYLİ;61;13083;13083;61;11856;11039;BTP;22
Adana;TUFANBEYLİ;61;13083;13083;61;11856;11039;TKP;28
Adana;TUFANBEYLİ;61;13083;13083;61;11856;11039;Vatan Partisi;42
Adana;TUFANBEYLİ;61;13083;13083;61;11856;11039;BBP;228
Adana;TUFANBEYLİ;61;13083;13083;61;11856;11039;CHP;5288
Adana;TUFANBEYLİ;61;13083;13083;61;11856;11039;AK Parti;5349
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;Saadet Partisi;191
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;BTP;9
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;TKP;11
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;Vatan Partisi;12
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;BBP;65
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;CHP;5500
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;MHP;6235
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;İyi Parti;506
Adana;YUMURTALIK;53;14343;14343;53;13119;12545;HDP;16
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;Saadet Partisi;4806
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;BTP;307
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;TKP;282
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;Vatan Partisi;391
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;BBP;1681
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;CHP;94307
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;AK Parti;100814
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;DP;1100
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;HDP;6224
Adana;YÜREĞİR;843;272364;272364;843;221717;210600;DSP;688
Adana;ALADAĞ;55;12670;12670;55;11948;11252;Saadet Partisi;187
Adana;ALADAĞ;55;12670;12670;55;11948;11252;BTP;87
Adana;ALADAĞ;55;12670;12670;55;11948;11252;TKP;23
Adana;ALADAĞ;55;12670;12670;55;11948;11252;Vatan Partisi;111
Adana;ALADAĞ;55;12670;12670;55;11948;11252;BBP;86
Adana;ALADAĞ;55;12670;12670;55;11948;11252;AK Parti;5767
Adana;ALADAĞ;55;12670;12670;55;11948;11252;İyi Parti;3967
Adana;ALADAĞ;55;12670;12670;55;11948;11252;MEHMET KUŞ;1024
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;Saadet Partisi;341
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;BTP;75
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;TKP;11
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;Vatan Partisi;19
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;BBP;68
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;CHP;6383
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;DP;2722
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;MHP;7053
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;HDP;23
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;DSP;89
Adana;İMAMOĞLU;69;20534;20534;69;18614;17624;HASAN GİRLEK;840
Adana;SARIÇAM;362;113127;113127;362;97059;92638;Saadet Partisi;1324
Adana;SARIÇAM;362;113127;113127;362;97059;92638;BTP;187
Adana;SARIÇAM;362;113127;113127;362;97059;92638;TKP;195
Adana;SARIÇAM;362;113127;113127;362;97059;92638;Vatan Partisi;226
Adana;SARIÇAM;362;113127;113127;362;97059;92638;BBP;749
Adana;SARIÇAM;362;113127;113127;362;97059;92638;MHP;56830
Adana;SARIÇAM;362;113127;113127;362;97059;92638;İyi Parti;28991
Adana;SARIÇAM;362;113127;113127;362;97059;92638;HDP;1734
Adana;SARIÇAM;362;113127;113127;362;97059;92638;DSP;1912
Adana;SARIÇAM;362;113127;113127;362;97059;92638;MUHAMMET AKCAN;490
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;Saadet Partisi;4539
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;BTP;340
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;TKP;847
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;Vatan Partisi;559
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;BBP;1248
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;CHP;119325
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;DP;2403
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;MHP;78663
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;HDP;3048
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;DSP;2177
Adana;ÇUKUROVA;798;267788;267788;798;219666;214811;SELÇUK METİN ÇETİN;1662
Adıyaman;MERKEZ-YAYLAKONAK;8;1571;1571;8;1520;1489;CHP;847
Adıyaman;MERKEZ-YAYLAKONAK;8;1571;1571;8;1520;1489;AK Parti;437
Adıyaman;MERKEZ-YAYLAKONAK;8;1571;1571;8;1520;1489;MHP;9
Adıyaman;MERKEZ-YAYLAKONAK;8;1571;1571;8;1520;1489;DSP;196
Adıyaman;MERKEZ-KÖMÜR;11;2415;2415;11;2217;2125;TKP;264
Adıyaman;MERKEZ-KÖMÜR;11;2415;2415;11;2217;2125;CHP;661
Adıyaman;MERKEZ-KÖMÜR;11;2415;2415;11;2217;2125;AK Parti;516
Adıyaman;MERKEZ-KÖMÜR;11;2415;2415;11;2217;2125;MHP;28
Adıyaman;MERKEZ-KÖMÜR;11;2415;2415;11;2217;2125;HDP;656
Adıyaman;MERKEZ;485;159663;159663;485;128441;122213;Saadet Partisi;32752
Adıyaman;MERKEZ;485;159663;159663;485;128441;122213;TKP;959
Adıyaman;MERKEZ;485;159663;159663;485;128441;122213;AK Parti;64507
Adıyaman;MERKEZ;485;159663;159663;485;128441;122213;MHP;9925
Adıyaman;MERKEZ;485;159663;159663;485;128441;122213;İyi Parti;14070
Adıyaman;BESNİ-KÖSECELİ;5;1374;1374;5;1354;1274;Saadet Partisi;404
Adıyaman;BESNİ-KÖSECELİ;5;1374;1374;5;1354;1274;CHP;380
Adıyaman;BESNİ-KÖSECELİ;5;1374;1374;5;1354;1274;AK Parti;478
Adıyaman;BESNİ-KÖSECELİ;5;1374;1374;5;1354;1274;MHP;12
Adıyaman;BESNİ-ŞAMBAYAT;11;2737;2737;11;2531;2391;Saadet Partisi;76
Adıyaman;BESNİ-ŞAMBAYAT;11;2737;2737;11;2531;2391;CHP;1314
Adıyaman;BESNİ-ŞAMBAYAT;11;2737;2737;11;2531;2391;AK Parti;931
Adıyaman;BESNİ-ŞAMBAYAT;11;2737;2737;11;2531;2391;MHP;70
Adıyaman;BESNİ-SUVARLI;7;1962;1962;7;1850;1632;AK Parti;777
Adıyaman;BESNİ-SUVARLI;7;1962;1962;7;1850;1632;İyi Parti;855
Adıyaman;BESNİ-KESMETEPE;7;1205;1205;7;1134;1035;CHP;267
Adıyaman;BESNİ-KESMETEPE;7;1205;1205;7;1134;1035;AK Parti;169
Adıyaman;BESNİ-KESMETEPE;7;1205;1205;7;1134;1035;DP;251
Adıyaman;BESNİ-KESMETEPE;7;1205;1205;7;1134;1035;MHP;143
Adıyaman;BESNİ-KESMETEPE;7;1205;1205;7;1134;1035;DSP;205
Adıyaman;BESNİ-ÇAKIRHÜYÜK;7;1280;1280;7;1223;1143;Saadet Partisi;94
Adıyaman;BESNİ-ÇAKIRHÜYÜK;7;1280;1280;7;1223;1143;CHP;41
Adıyaman;BESNİ-ÇAKIRHÜYÜK;7;1280;1280;7;1223;1143;AK Parti;504
Adıyaman;BESNİ-ÇAKIRHÜYÜK;7;1280;1280;7;1223;1143;MHP;504
Adıyaman;BESNİ;70;21842;21842;70;18488;17502;Saadet Partisi;4869
Adıyaman;BESNİ;70;21842;21842;70;18488;17502;TKP;74
Adıyaman;BESNİ;70;21842;21842;70;18488;17502;CHP;4155
Adıyaman;BESNİ;70;21842;21842;70;18488;17502;AK Parti;7684
Adıyaman;BESNİ;70;21842;21842;70;18488;17502;MHP;720
Adıyaman;ÇELİKHAN-PINARBAŞI;12;2584;2584;12;2361;2257;CHP;970
Adıyaman;ÇELİKHAN-PINARBAŞI;12;2584;2584;12;2361;2257;AK Parti;190
Adıyaman;ÇELİKHAN-PINARBAŞI;12;2584;2584;12;2361;2257;İyi Parti;223
Adıyaman;ÇELİKHAN-PINARBAŞI;12;2584;2584;12;2361;2257;HDP;821
Adıyaman;ÇELİKHAN-PINARBAŞI;12;2584;2584;12;2361;2257;DSP;53
Adıyaman;ÇELİKHAN;21;5780;5780;21;5312;4986;Saadet Partisi;1285
Adıyaman;ÇELİKHAN;21;5780;5780;21;5312;4986;TKP;11
Adıyaman;ÇELİKHAN;21;5780;5780;21;5312;4986;AK Parti;2288
Adıyaman;ÇELİKHAN;21;5780;5780;21;5312;4986;MHP;1402
Adıyaman;GERGER;8;2248;2248;8;1889;1759;Saadet Partisi;792
Adıyaman;GERGER;8;2248;2248;8;1889;1759;TKP;15
Adıyaman;GERGER;8;2248;2248;8;1889;1759;AK Parti;952
Adıyaman;GÖLBAŞI-HARMANLI;6;1369;1369;6;1287;1217;Saadet Partisi;6
Adıyaman;GÖLBAŞI-HARMANLI;6;1369;1369;6;1287;1217;CHP;643
Adıyaman;GÖLBAŞI-HARMANLI;6;1369;1369;6;1287;1217;AK Parti;568
Adıyaman;GÖLBAŞI-BALKAR;4;1314;1314;4;1170;1054;Saadet Partisi;269
Adıyaman;GÖLBAŞI-BALKAR;4;1314;1314;4;1170;1054;AK Parti;614
Adıyaman;GÖLBAŞI-BALKAR;4;1314;1314;4;1170;1054;MHP;171
Adıyaman;GÖLBAŞI-BELÖREN;5;1342;1342;5;1313;1265;Saadet Partisi;7
Adıyaman;GÖLBAŞI-BELÖREN;5;1342;1342;5;1313;1265;CHP;519
Adıyaman;GÖLBAŞI-BELÖREN;5;1342;1342;5;1313;1265;AK Parti;739
Adıyaman;GÖLBAŞI;68;21859;21859;68;18864;18047;Saadet Partisi;195
Adıyaman;GÖLBAŞI;68;21859;21859;68;18864;18047;TKP;36
Adıyaman;GÖLBAŞI;68;21859;21859;68;18864;18047;CHP;8038
Adıyaman;GÖLBAŞI;68;21859;21859;68;18864;18047;AK Parti;6673
Adıyaman;GÖLBAŞI;68;21859;21859;68;18864;18047;MHP;3105
Adıyaman;KAHTA-BÖLÜKYAYLA;6;1468;1468;6;1422;1372;Saadet Partisi;12
Adıyaman;KAHTA-BÖLÜKYAYLA;6;1468;1468;6;1422;1372;AK Parti;680
Adıyaman;KAHTA-BÖLÜKYAYLA;6;1468;1468;6;1422;1372;MHP;680
Adıyaman;KAHTA-AKINCILAR;6;1130;1130;6;901;827;Saadet Partisi;41
Adıyaman;KAHTA-AKINCILAR;6;1130;1130;6;901;827;AK Parti;673
Adıyaman;KAHTA-AKINCILAR;6;1130;1130;6;901;827;MHP;113
Adıyaman;KAHTA;144;47879;47879;144;40029;37746;Saadet Partisi;16951
Adıyaman;KAHTA;144;47879;47879;144;40029;37746;TKP;171
Adıyaman;KAHTA;144;47879;47879;144;40029;37746;AK Parti;19337
Adıyaman;KAHTA;144;47879;47879;144;40029;37746;MHP;803
Adıyaman;KAHTA;144;47879;47879;144;40029;37746;İyi Parti;484
Adıyaman;SAMSAT;10;2556;2556;10;2339;2171;Saadet Partisi;819
Adıyaman;SAMSAT;10;2556;2556;10;2339;2171;TKP;8
Adıyaman;SAMSAT;10;2556;2556;10;2339;2171;AK Parti;1288
Adıyaman;SAMSAT;10;2556;2556;10;2339;2171;MHP;56
Adıyaman;SİNCİK-İNLİCE;8;1625;1625;8;1563;1515;Saadet Partisi;8
Adıyaman;SİNCİK-İNLİCE;8;1625;1625;8;1563;1515;AK Parti;785
Adıyaman;SİNCİK-İNLİCE;8;1625;1625;8;1563;1515;MHP;722
Adıyaman;SİNCİK;11;2899;2899;11;2720;2512;Saadet Partisi;570
Adıyaman;SİNCİK;11;2899;2899;11;2720;2512;TKP;5
Adıyaman;SİNCİK;11;2899;2899;11;2720;2512;AK Parti;1358
Adıyaman;SİNCİK;11;2899;2899;11;2720;2512;MHP;579
Adıyaman;TUT;11;2619;2619;11;2506;2410;Saadet Partisi;19
Adıyaman;TUT;11;2619;2619;11;2506;2410;TKP;11
Adıyaman;TUT;11;2619;2619;11;2506;2410;CHP;1173
Adıyaman;TUT;11;2619;2619;11;2506;2410;AK Parti;1207
Afyonkarahisar;MERKEZ-GEBECELER;10;2367;2367;10;2308;2211;Saadet Partisi;13
Afyonkarahisar;MERKEZ-GEBECELER;10;2367;2367;10;2308;2211;AK Parti;1160
Afyonkarahisar;MERKEZ-GEBECELER;10;2367;2367;10;2308;2211;MHP;1038
Afyonkarahisar;MERKEZ-ÇIKRIK;6;1610;1610;6;1570;1502;Saadet Partisi;11
Afyonkarahisar;MERKEZ-ÇIKRIK;6;1610;1610;6;1570;1502;AK Parti;856
Afyonkarahisar;MERKEZ-ÇIKRIK;6;1610;1610;6;1570;1502;MHP;635
Afyonkarahisar;MERKEZ-SÜLÜN;7;1986;1986;7;1926;1846;Saadet Partisi;14
Afyonkarahisar;MERKEZ-SÜLÜN;7;1986;1986;7;1926;1846;BBP;448
Afyonkarahisar;MERKEZ-SÜLÜN;7;1986;1986;7;1926;1846;AK Parti;586
Afyonkarahisar;MERKEZ-SÜLÜN;7;1986;1986;7;1926;1846;MHP;798
Afyonkarahisar;MERKEZ-SÜLÜMENLİ;12;3161;3161;12;3010;2916;Saadet Partisi;10
Afyonkarahisar;MERKEZ-SÜLÜMENLİ;12;3161;3161;12;3010;2916;AK Parti;1570
Afyonkarahisar;MERKEZ-SÜLÜMENLİ;12;3161;3161;12;3010;2916;MHP;1221
Afyonkarahisar;MERKEZ-SÜLÜMENLİ;12;3161;3161;12;3010;2916;İyi Parti;115
Afyonkarahisar;MERKEZ-SUSUZ;12;3272;3272;12;3189;3056;AK Parti;1613
Afyonkarahisar;MERKEZ-SUSUZ;12;3272;3272;12;3189;3056;MHP;1443
Afyonkarahisar;MERKEZ-SALAR;12;3037;3037;12;2898;2781;Saadet Partisi;27
Afyonkarahisar;MERKEZ-SALAR;12;3037;3037;12;2898;2781;AK Parti;1307
Afyonkarahisar;MERKEZ-SALAR;12;3037;3037;12;2898;2781;MHP;1125
Afyonkarahisar;MERKEZ-SALAR;12;3037;3037;12;2898;2781;İyi Parti;322
Afyonkarahisar;MERKEZ-NURİBEY;8;2288;2288;8;2177;2014;Saadet Partisi;39
Afyonkarahisar;MERKEZ-NURİBEY;8;2288;2288;8;2177;2014;AK Parti;917
Afyonkarahisar;MERKEZ-NURİBEY;8;2288;2288;8;2177;2014;MHP;1058
Afyonkarahisar;MERKEZ-IŞIKLAR;16;4946;4946;16;4825;4542;Saadet Partisi;12
Afyonkarahisar;MERKEZ-IŞIKLAR;16;4946;4946;16;4825;4542;CHP;574
Afyonkarahisar;MERKEZ-IŞIKLAR;16;4946;4946;16;4825;4542;AK Parti;1447
Afyonkarahisar;MERKEZ-IŞIKLAR;16;4946;4946;16;4825;4542;MHP;1795
Afyonkarahisar;MERKEZ-IŞIKLAR;16;4946;4946;16;4825;4542;İyi Parti;714
Afyonkarahisar;MERKEZ-FETHİBEY;7;2276;2276;7;2233;2135;Saadet Partisi;7
Afyonkarahisar;MERKEZ-FETHİBEY;7;2276;2276;7;2233;2135;AK Parti;1055
Afyonkarahisar;MERKEZ-FETHİBEY;7;2276;2276;7;2233;2135;MHP;1073
Afyonkarahisar;MERKEZ-ERKMEN;14;4021;4021;14;3558;3344;Saadet Partisi;218
Afyonkarahisar;MERKEZ-ERKMEN;14;4021;4021;14;3558;3344;AK Parti;1875
Afyonkarahisar;MERKEZ-ERKMEN;14;4021;4021;14;3558;3344;MHP;1251
Afyonkarahisar;MERKEZ-DEĞİRMENAYVALI;7;2057;2057;7;2000;1837;Saadet Partisi;8
Afyonkarahisar;MERKEZ-DEĞİRMENAYVALI;7;2057;2057;7;2000;1837;AK Parti;842
Afyonkarahisar;MERKEZ-DEĞİRMENAYVALI;7;2057;2057;7;2000;1837;MHP;987
Afyonkarahisar;MERKEZ-ÇAYIRBAĞ;10;2801;2801;10;2737;2635;Saadet Partisi;17
Afyonkarahisar;MERKEZ-ÇAYIRBAĞ;10;2801;2801;10;2737;2635;AK Parti;1111
Afyonkarahisar;MERKEZ-ÇAYIRBAĞ;10;2801;2801;10;2737;2635;MHP;1507
Afyonkarahisar;MERKEZ-KOCATEPE;8;2256;2256;8;2183;2042;Saadet Partisi;9
Afyonkarahisar;MERKEZ-KOCATEPE;8;2256;2256;8;2183;2042;AK Parti;1124
Afyonkarahisar;MERKEZ-KOCATEPE;8;2256;2256;8;2183;2042;MHP;909
Afyonkarahisar;MERKEZ-BEYYAZI;8;2191;2191;8;2154;2095;Saadet Partisi;147
Afyonkarahisar;MERKEZ-BEYYAZI;8;2191;2191;8;2154;2095;AK Parti;827
Afyonkarahisar;MERKEZ-BEYYAZI;8;2191;2191;8;2154;2095;MHP;1121
Afyonkarahisar;MERKEZ;457;148907;148907;457;131061;126883;Saadet Partisi;1601
Afyonkarahisar;MERKEZ;457;148907;148907;457;131061;126883;TKP;261
Afyonkarahisar;MERKEZ;457;148907;148907;457;131061;126883;Vatan Partisi;388
Afyonkarahisar;MERKEZ;457;148907;148907;457;131061;126883;AK Parti;55160
Afyonkarahisar;MERKEZ;457;148907;148907;457;131061;126883;MHP;24048
Afyonkarahisar;MERKEZ;457;148907;148907;457;131061;126883;İyi Parti;45425
Afyonkarahisar;BOLVADİN-ÖZBURUN;7;1563;1563;7;1289;1208;AK Parti;661
Afyonkarahisar;BOLVADİN-ÖZBURUN;7;1563;1563;7;1289;1208;MHP;547
Afyonkarahisar;BOLVADİN-DİŞLİ;10;2314;2314;10;2135;1980;Saadet Partisi;218
Afyonkarahisar;BOLVADİN-DİŞLİ;10;2314;2314;10;2135;1980;AK Parti;1149
Afyonkarahisar;BOLVADİN-DİŞLİ;10;2314;2314;10;2135;1980;MHP;613
Afyonkarahisar;BOLVADİN;90;21432;21432;90;19054;18109;Saadet Partisi;467
Afyonkarahisar;BOLVADİN;90;21432;21432;90;19054;18109;TKP;69
Afyonkarahisar;BOLVADİN;90;21432;21432;90;19054;18109;BBP;6415
Afyonkarahisar;BOLVADİN;90;21432;21432;90;19054;18109;AK Parti;6229
Afyonkarahisar;BOLVADİN;90;21432;21432;90;19054;18109;MHP;3410
Afyonkarahisar;BOLVADİN;90;21432;21432;90;19054;18109;İyi Parti;1519
Afyonkarahisar;ÇAY-PAZARAĞAÇ;7;1872;1872;7;1822;1704;CHP;34
Afyonkarahisar;ÇAY-PAZARAĞAÇ;7;1872;1872;7;1822;1704;AK Parti;798
Afyonkarahisar;ÇAY-PAZARAĞAÇ;7;1872;1872;7;1822;1704;MHP;618
Afyonkarahisar;ÇAY-PAZARAĞAÇ;7;1872;1872;7;1822;1704;İyi Parti;254
Afyonkarahisar;ÇAY-KARAMIKKARACAÖREN;8;2092;2092;8;1938;1806;Saadet Partisi;8
Afyonkarahisar;ÇAY-KARAMIKKARACAÖREN;8;2092;2092;8;1938;1806;AK Parti;716
Afyonkarahisar;ÇAY-KARAMIKKARACAÖREN;8;2092;2092;8;1938;1806;MHP;791
Afyonkarahisar;ÇAY-KARAMIKKARACAÖREN;8;2092;2092;8;1938;1806;İyi Parti;291
Afyonkarahisar;ÇAY;40;10606;10606;40;9462;9001;Saadet Partisi;46
Afyonkarahisar;ÇAY;40;10606;10606;40;9462;9001;TKP;7
Afyonkarahisar;ÇAY;40;10606;10606;40;9462;9001;CHP;2367
Afyonkarahisar;ÇAY;40;10606;10606;40;9462;9001;AK Parti;4165
Afyonkarahisar;ÇAY;40;10606;10606;40;9462;9001;DP;178
Afyonkarahisar;ÇAY;40;10606;10606;40;9462;9001;MHP;1489
Afyonkarahisar;ÇAY;40;10606;10606;40;9462;9001;İyi Parti;749
Afyonkarahisar;DAZKIRI;14;3849;3849;14;3507;3299;TKP;24
Afyonkarahisar;DAZKIRI;14;3849;3849;14;3507;3299;CHP;1588
Afyonkarahisar;DAZKIRI;14;3849;3849;14;3507;3299;AK Parti;1687
Afyonkarahisar;DİNAR-TATARLI;9;2218;2218;9;2121;1982;AK Parti;949
Afyonkarahisar;DİNAR-TATARLI;9;2218;2218;9;2121;1982;MHP;675
Afyonkarahisar;DİNAR-TATARLI;9;2218;2218;9;2121;1982;İyi Parti;358
Afyonkarahisar;DİNAR-HAYDARLI;7;1524;1524;7;1269;1178;CHP;560
Afyonkarahisar;DİNAR-HAYDARLI;7;1524;1524;7;1269;1178;AK Parti;566
Afyonkarahisar;DİNAR-HAYDARLI;7;1524;1524;7;1269;1178;MHP;52
Afyonkarahisar;DİNAR;68;18723;18723;68;16344;15412;Saadet Partisi;287
Afyonkarahisar;DİNAR;68;18723;18723;68;16344;15412;TKP;67
Afyonkarahisar;DİNAR;68;18723;18723;68;16344;15412;AK Parti;7937
Afyonkarahisar;DİNAR;68;18723;18723;68;16344;15412;İyi Parti;7121
Afyonkarahisar;EMİRDAĞ-DAVULGA;9;1870;1870;9;1278;1179;AK Parti;815
Afyonkarahisar;EMİRDAĞ-DAVULGA;9;1870;1870;9;1278;1179;MHP;364
Afyonkarahisar;EMİRDAĞ-GÖMÜ;9;1780;1780;9;1162;1068;AK Parti;605
Afyonkarahisar;EMİRDAĞ-GÖMÜ;9;1780;1780;9;1162;1068;MHP;463
Afyonkarahisar;EMİRDAĞ;47;13781;13781;47;11307;10753;Saadet Partisi;108
Afyonkarahisar;EMİRDAĞ;47;13781;13781;47;11307;10753;TKP;11
Afyonkarahisar;EMİRDAĞ;47;13781;13781;47;11307;10753;CHP;2872
Afyonkarahisar;EMİRDAĞ;47;13781;13781;47;11307;10753;AK Parti;4473
Afyonkarahisar;EMİRDAĞ;47;13781;13781;47;11307;10753;MHP;3289
Afyonkarahisar;İHSANİYE-DÖĞER;13;3977;3977;13;3782;3635;AK Parti;1730
Afyonkarahisar;İHSANİYE-DÖĞER;13;3977;3977;13;3782;3635;MHP;1905
Afyonkarahisar;İHSANİYE-YAYLABAĞI;6;1628;1628;6;1581;1430;AK Parti;968
Afyonkarahisar;İHSANİYE-YAYLABAĞI;6;1628;1628;6;1581;1430;MHP;462
Afyonkarahisar;İHSANİYE-KAYIHAN;6;1855;1855;6;1812;1720;BBP;12
Afyonkarahisar;İHSANİYE-KAYIHAN;6;1855;1855;6;1812;1720;AK Parti;564
Afyonkarahisar;İHSANİYE-KAYIHAN;6;1855;1855;6;1812;1720;DP;470
